,x,y,target
0,13.138669967651367,-18.61409568786621,3.0
1,53.554012298583984,16.90894889831543,7.0
2,45.21240234375,15.93231201171875,7.0
3,50.09758377075195,26.79608154296875,7.0
4,-20.126888275146484,-4.935555934906006,0.0
5,47.918609619140625,-38.714759826660156,1.0
6,11.628446578979492,-23.918365478515625,3.0
7,-56.14492416381836,-23.682172775268555,2.0
8,-4.403703689575195,35.0230712890625,8.0
9,42.23981857299805,32.46419906616211,7.0
10,31.454246520996094,14.025378227233887,7.0
11,55.694419860839844,12.915573120117188,7.0
12,-36.36724090576172,23.728431701660156,0.0
13,9.127120018005371,-14.78642749786377,3.0
14,-33.41982650756836,-47.84205627441406,2.0
15,-4.260127544403076,35.15150451660156,8.0
16,-16.162841796875,-19.10588264465332,4.0
17,-36.328975677490234,22.040035247802734,0.0
18,7.852507591247559,58.96900177001953,9.0
19,-50.314453125,16.894441604614258,0.0
20,-3.9308414459228516,63.487491607666016,9.0
21,-5.600916385650635,34.88850402832031,8.0
22,-37.008155822753906,-43.117862701416016,2.0
23,-52.888633728027344,-29.93178939819336,2.0
24,39.41402053833008,22.764162063598633,7.0
25,20.330251693725586,51.5623779296875,9.0
26,-11.168362617492676,34.31378936767578,8.0
27,-39.20733642578125,-22.155208587646484,4.0
28,-37.302066802978516,12.100725173950195,0.0
29,44.56668472290039,11.353787422180176,5.0
30,37.94083023071289,13.382745742797852,7.0
31,33.55513000488281,18.576278686523438,7.0
32,55.84827423095703,15.660606384277344,7.0
33,-31.176870346069336,-49.69053268432617,4.0
34,54.29901885986328,11.029463768005371,7.0
35,-47.860809326171875,-21.534059524536133,8.0
36,-16.44873046875,2.897261142730713,0.0
37,41.50914001464844,-19.606428146362305,1.0
38,43.74904251098633,16.675941467285156,5.0
39,-36.96513748168945,-40.617576599121094,4.0
40,-29.58780860900879,-40.02366256713867,4.0
41,-10.092680931091309,-6.563948631286621,6.0
42,44.94100570678711,8.287493705749512,7.0
43,11.436861991882324,51.32377624511719,9.0
44,-40.49168014526367,11.65986156463623,0.0
45,55.84481430053711,-38.68025207519531,1.0
46,-22.7989559173584,-6.038623809814453,6.0
47,-2.39561128616333,57.33199691772461,9.0
48,-55.84009552001953,-26.395578384399414,2.0
49,-30.268295288085938,-28.220232009887695,4.0
50,-55.00518798828125,-26.13546371459961,2.0
51,19.870622634887695,19.813541412353516,8.0
52,-15.4612455368042,0.6650242805480957,0.0
53,0.47594261169433594,-40.03270721435547,3.0
54,7.746540069580078,-38.09866714477539,3.0
55,44.77367401123047,-22.757476806640625,1.0
56,7.474853992462158,52.8348274230957,9.0
57,-42.83098220825195,22.586833953857422,0.0
58,10.551782608032227,57.33924865722656,9.0
59,-24.945690155029297,-6.181825637817383,2.0
60,37.311729431152344,13.522429466247559,7.0
61,13.06098747253418,-17.480924606323242,1.0
62,36.01069259643555,17.048725128173828,7.0
63,-17.469375610351562,-24.664445877075195,4.0
64,53.007625579833984,-31.164825439453125,1.0
65,-7.587517738342285,18.95040512084961,8.0
66,49.561824798583984,-25.68609619140625,1.0
67,-43.29987335205078,-38.6771240234375,6.0
68,-42.10042190551758,12.820313453674316,0.0
69,10.337231636047363,-20.137615203857422,3.0
70,0.45945677161216736,38.96845245361328,8.0
71,-57.05018997192383,-17.305252075195312,0.0
72,-7.409083366394043,36.66241455078125,8.0
73,38.72469711303711,11.317901611328125,7.0
74,-32.79916000366211,7.390830993652344,0.0
75,1.442204236984253,59.86895751953125,9.0
76,4.3763508796691895,-34.58613586425781,4.0
77,27.96209144592285,14.338213920593262,5.0
78,11.127884864807129,62.77363967895508,9.0
79,31.180326461791992,42.797889709472656,7.0
80,32.40116882324219,39.98539352416992,7.0
81,-43.63006591796875,21.352252960205078,0.0
82,-38.53598403930664,-22.304889678955078,4.0
83,7.60148286819458,57.65031433105469,9.0
84,36.69868850708008,26.57984161376953,5.0
85,-9.901829719543457,18.00901985168457,8.0
86,15.11292839050293,57.338741302490234,9.0
87,40.33226013183594,-35.933387756347656,1.0
88,15.1161470413208,51.60124206542969,9.0
89,19.659820556640625,46.98505783081055,9.0
90,-27.512758255004883,-48.534942626953125,4.0
91,8.474525451660156,-18.288799285888672,3.0
92,45.3050422668457,15.907151222229004,7.0
93,-36.20830154418945,-40.88394546508789,4.0
94,23.82324981689453,-33.808780670166016,1.0
