,x,y,target
0,-3.2602412700653076,21.941377639770508,0.0
1,-25.059368133544922,-0.568917989730835,0.0
2,23.751298904418945,4.941479682922363,1.0
3,1.0098706483840942,23.345571517944336,0.0
4,-16.530982971191406,-6.102189064025879,0.0
5,1.0521912574768066,24.443471908569336,0.0
6,-5.350759029388428,-17.91486930847168,1.0
7,15.428303718566895,9.17692756652832,1.0
8,14.475215911865234,-4.900618553161621,0.0
9,-16.04295539855957,0.4851985573768616,0.0
10,-23.389881134033203,-5.8691229820251465,0.0
11,-24.690582275390625,-4.914938449859619,0.0
12,-20.830387115478516,-4.115756511688232,0.0
13,16.12013816833496,9.235567092895508,1.0
14,16.864639282226562,8.304804801940918,1.0
15,-28.645429611206055,-2.216449022293091,1.0
16,0.5424948930740356,23.88905906677246,0.0
17,-22.83343505859375,-1.9393794536590576,0.0
18,4.750882625579834,21.245290756225586,1.0
19,-17.205400466918945,-1.4685829877853394,1.0
20,-22.954097747802734,-1.1847126483917236,0.0
21,-13.892918586730957,-2.555922269821167,1.0
22,-21.038991928100586,-5.922255516052246,0.0
23,20.67453956604004,-0.9033302664756775,1.0
24,-5.527049541473389,-15.74623966217041,1.0
25,-4.996030330657959,-16.112070083618164,1.0
26,-18.42792320251465,2.1010842323303223,0.0
27,16.312414169311523,9.437617301940918,1.0
28,20.190195083618164,6.245303153991699,1.0
29,22.40001678466797,3.5886425971984863,1.0
30,-22.120006561279297,-5.431070804595947,0.0
31,17.648767471313477,7.288388252258301,1.0
32,20.685012817382812,-2.8113222122192383,1.0
33,0.6091644167900085,22.724958419799805,0.0
34,16.97737693786621,8.188600540161133,1.0
35,-23.253141403198242,-1.9113409519195557,0.0
36,-15.24845027923584,-1.056742787361145,0.0
37,-15.211429595947266,-1.4484268426895142,0.0
38,22.129676818847656,4.450504779815674,1.0
39,-2.434443235397339,22.63494110107422,0.0
40,-17.592195510864258,-4.5233964920043945,0.0
41,13.88552474975586,9.196752548217773,1.0
42,14.591156959533691,8.616334915161133,1.0
43,-6.858518600463867,-16.534103393554688,0.0
44,4.445587158203125,21.29901695251465,1.0
45,-15.98459529876709,-1.567807674407959,0.0
46,-3.711132287979126,-15.56330680847168,1.0
47,3.8156189918518066,23.677841186523438,1.0
48,17.125234603881836,-3.526341676712036,1.0
49,15.378532409667969,8.439805030822754,1.0
50,5.884246826171875,23.32341194152832,1.0
51,15.268472671508789,-5.736148834228516,1.0
52,24.391977310180664,2.6290383338928223,1.0
53,-22.14816665649414,-1.2748527526855469,0.0
54,-16.146167755126953,-0.38337448239326477,0.0
55,22.9660587310791,4.531198501586914,1.0
56,-22.731664657592773,-5.413409233093262,0.0
57,-4.658115863800049,-16.686981201171875,1.0
58,-1.3052566051483154,22.89808464050293,0.0
59,-5.491983890533447,-16.769195556640625,1.0
60,18.14800262451172,-0.31516286730766296,1.0
61,21.39996337890625,3.8404438495635986,1.0
62,-23.94923973083496,-0.4188002347946167,0.0
63,13.879191398620605,-2.0978972911834717,0.0
64,-0.6348280906677246,22.372154235839844,0.0
65,-3.1058597564697266,-15.472399711608887,1.0
66,-18.027050018310547,-4.309884548187256,0.0
67,-23.99982261657715,-5.720168590545654,0.0
68,22.396831512451172,5.089579105377197,1.0
69,17.588119506835938,-3.9712412357330322,1.0
70,-4.690145492553711,-18.512807846069336,1.0
71,-17.918447494506836,0.4255676567554474,0.0
72,-5.051970481872559,-18.331947326660156,1.0
73,16.95419692993164,8.020471572875977,1.0
74,-14.59731388092041,-1.5774459838867188,0.0
75,-28.789501190185547,-2.302327871322632,1.0
76,-21.313175201416016,-2.3702609539031982,0.0
77,-21.573829650878906,-1.9528719186782837,0.0
78,5.401248455047607,22.68415069580078,1.0
79,-25.219356536865234,-1.331566333770752,0.0
80,-23.853132247924805,-1.3532085418701172,0.0
81,14.952703475952148,9.01401424407959,1.0
