,x,y,target
0,1.7921453714370728,-2.42472243309021,0.0
1,-12.929459571838379,9.473546981811523,1.0
2,-5.368695259094238,-12.184276580810547,0.0
3,-11.07091236114502,4.58929967880249,1.0
4,10.547384262084961,0.4328332841396332,0.0
5,19.427196502685547,3.0642189979553223,1.0
6,-3.8084487915039062,9.68487548828125,1.0
7,-2.4345555305480957,10.768643379211426,1.0
8,3.7258076667785645,-15.096748352050781,0.0
9,-3.351526975631714,-4.313899040222168,0.0
10,-5.800858020782471,6.247437953948975,1.0
11,-7.214155673980713,1.072181224822998,1.0
12,6.685826301574707,9.417349815368652,1.0
13,-11.860250473022461,2.7955639362335205,0.0
14,1.4726083278656006,17.022380828857422,1.0
15,15.406769752502441,-12.467379570007324,1.0
16,9.579689979553223,8.914814949035645,0.0
17,4.342488765716553,13.019811630249023,1.0
18,-2.917064666748047,14.920310974121094,1.0
19,15.047094345092773,0.7370595335960388,1.0
20,-7.791764259338379,-9.268129348754883,0.0
21,15.080622673034668,2.2239389419555664,0.0
22,-3.8446719646453857,-6.0287675857543945,0.0
23,-1.4996318817138672,-8.82172966003418,0.0
24,16.011669158935547,-13.807361602783203,1.0
25,-5.5386643409729,3.5878820419311523,0.0
26,-4.41435432434082,-10.803644180297852,0.0
27,-1.4772732257843018,3.551621913909912,0.0
28,-10.760467529296875,11.083006858825684,0.0
29,-0.44377297163009644,15.482401847839355,1.0
30,3.56691575050354,-10.657933235168457,1.0
31,-20.075927734375,1.2157036066055298,1.0
32,-0.04302992299199104,-11.59091567993164,1.0
33,-6.605773448944092,-11.441275596618652,0.0
34,16.181922912597656,2.2761471271514893,1.0
35,11.638160705566406,3.3984107971191406,1.0
36,17.522624969482422,0.9935010075569153,1.0
37,-13.926928520202637,-6.878934860229492,0.0
38,-0.7503519654273987,-5.331220626831055,0.0
39,-5.969143390655518,-12.516114234924316,0.0
40,-1.0034244060516357,5.493813514709473,1.0
41,-10.241827964782715,14.693608283996582,1.0
42,-4.528655529022217,-8.65129566192627,0.0
43,17.205501556396484,5.159287929534912,1.0
44,0.018848583102226257,16.27918243408203,1.0
45,17.07594871520996,0.35773965716362,1.0
46,-5.751232147216797,8.207356452941895,1.0
47,17.887659072875977,2.856497049331665,1.0
48,-2.224526882171631,-4.171970844268799,0.0
49,7.696755886077881,-5.126449108123779,0.0
50,11.326584815979004,15.687435150146484,1.0
51,18.736913681030273,5.517731666564941,1.0
52,6.096250534057617,8.592534065246582,1.0
53,4.601014614105225,11.615817070007324,1.0
54,10.433270454406738,0.02966197580099106,0.0
55,-5.893620491027832,0.7355875968933105,0.0
56,-2.2930548191070557,2.4745891094207764,0.0
57,-2.7538397312164307,6.992013454437256,1.0
58,1.487029790878296,-12.171491622924805,1.0
59,2.860961675643921,-9.307083129882812,1.0
60,-11.579611778259277,-12.347241401672363,0.0
61,14.883719444274902,2.944844961166382,1.0
62,9.977640151977539,8.194700241088867,1.0
63,-12.307696342468262,-3.2830076217651367,0.0
64,1.9981640577316284,-10.489041328430176,1.0
65,-10.915987968444824,-9.877632141113281,0.0
66,0.8581854701042175,-2.3911454677581787,0.0
67,13.991793632507324,-10.023183822631836,1.0
68,-7.864776611328125,-6.873099327087402,0.0
69,-6.833056926727295,1.8788517713546753,1.0
70,-6.736824035644531,3.826324462890625,0.0
71,-6.082968711853027,16.175996780395508,1.0
72,2.215204954147339,-7.317174434661865,1.0
73,-8.504257202148438,14.011591911315918,1.0
74,11.325121879577637,15.68881607055664,0.0
75,-10.482247352600098,-14.663649559020996,0.0
76,19.11894416809082,-7.619792461395264,1.0
77,16.863698959350586,-1.1486380100250244,0.0
78,-5.382487773895264,-6.148982524871826,0.0
79,-12.97582721710205,1.9335839748382568,1.0
80,-5.992855548858643,10.58485221862793,1.0
81,-4.633985996246338,7.140039443969727,1.0
82,-2.0850205421447754,6.225688457489014,1.0
83,14.980179786682129,10.900562286376953,0.0
84,18.7122859954834,-7.651950359344482,1.0
85,-2.89188289642334,10.075230598449707,1.0
86,0.37905779480934143,10.113478660583496,1.0
87,7.149177551269531,8.450726509094238,1.0
