,x,y,target
0,48.3323974609375,-12.070209503173828,3.0
1,-23.92436408996582,5.516746997833252,8.0
2,13.179678916931152,-40.030128479003906,1.0
3,-20.300085067749023,25.780052185058594,8.0
4,-55.75712585449219,-22.028457641601562,9.0
5,47.6246452331543,9.706880569458008,4.0
6,-17.87881851196289,13.796513557434082,8.0
7,19.752872467041016,32.48237991333008,4.0
8,28.46763038635254,-54.16614532470703,1.0
9,-25.113006591796875,-40.52695083618164,7.0
10,49.97832489013672,-13.941550254821777,3.0
11,28.41680908203125,18.089454650878906,9.0
12,-40.09071731567383,-20.736921310424805,7.0
13,9.048410415649414,47.58761215209961,6.0
14,31.052452087402344,-12.025972366333008,0.0
15,-64.02457427978516,-12.997636795043945,9.0
16,6.216327667236328,18.511383056640625,6.0
17,-31.506183624267578,-29.929393768310547,7.0
18,57.18671417236328,24.494722366333008,0.0
19,-55.259788513183594,-4.45659875869751,5.0
20,-2.631028890609741,30.541275024414062,6.0
21,28.956674575805664,-32.07123565673828,1.0
22,0.008091448806226254,11.719441413879395,6.0
23,-20.150678634643555,18.001747131347656,8.0
24,-29.25263023376465,33.751060485839844,8.0
25,-29.29696273803711,4.491924285888672,8.0
26,6.6156392097473145,44.95507049560547,4.0
27,-4.210319519042969,29.19228744506836,2.0
28,-12.116358757019043,45.68243408203125,2.0
29,10.315781593322754,47.25764465332031,6.0
30,-24.954984664916992,-20.641929626464844,5.0
31,-69.62958526611328,0.9357350468635559,9.0
32,15.628007888793945,58.783172607421875,4.0
33,-67.49273681640625,9.050727844238281,9.0
34,23.104219436645508,-19.411279678344727,3.0
35,17.273466110229492,33.05516815185547,2.0
36,-70.38832092285156,12.42922306060791,9.0
37,-24.47440528869629,-39.524696350097656,7.0
38,-18.56769561767578,-4.413170337677002,8.0
39,-29.917627334594727,-31.46881675720215,7.0
40,-68.02887725830078,2.597278118133545,9.0
41,43.8192138671875,-21.03219985961914,3.0
42,12.401066780090332,5.9778852462768555,6.0
43,42.73444747924805,0.6628706455230713,3.0
44,-38.796043395996094,-37.46654510498047,7.0
45,13.370645523071289,52.18663024902344,4.0
46,-3.1858181953430176,12.303918838500977,6.0
47,18.707012176513672,-9.22622299194336,6.0
48,27.033998489379883,-42.55788803100586,1.0
49,24.937414169311523,-37.557579040527344,1.0
50,3.4242684841156006,15.032583236694336,2.0
51,25.08079719543457,-1.1287306547164917,0.0
52,-35.434043884277344,-31.336990356445312,5.0
53,-62.80549240112305,9.537883758544922,5.0
54,33.60626220703125,-54.08140563964844,1.0
55,-31.402820587158203,-47.99448776245117,7.0
56,27.352895736694336,-39.777164459228516,1.0
57,-35.55072784423828,-39.87812423706055,7.0
58,-47.22923278808594,10.082728385925293,5.0
59,-11.655552864074707,18.55911636352539,8.0
60,-35.050601959228516,-34.296504974365234,7.0
61,-56.120548248291016,-26.870115280151367,9.0
62,-70.78541564941406,16.497459411621094,9.0
63,24.27792739868164,-1.031131625175476,6.0
64,-10.910045623779297,43.836631774902344,2.0
65,-69.00614166259766,11.214547157287598,9.0
66,-57.65282440185547,-1.6211434602737427,9.0
67,7.6645660400390625,-3.1092936992645264,6.0
68,11.314345359802246,13.858325958251953,2.0
69,13.580992698669434,-35.497005462646484,1.0
70,-28.2908878326416,-47.95277786254883,7.0
71,39.44501876831055,1.3622965812683105,3.0
72,-56.43325424194336,-11.861711502075195,9.0
73,-44.7027587890625,4.113489151000977,5.0
74,50.2327766418457,-17.609912872314453,3.0
75,25.30259132385254,40.39907455444336,4.0
76,-20.637739181518555,-3.916271924972534,8.0
77,27.72005844116211,-37.192935943603516,1.0
78,19.63842010498047,-39.71450424194336,1.0
79,22.9724063873291,-50.81771469116211,1.0
80,-21.50372314453125,30.641807556152344,8.0
81,-16.579336166381836,38.10795974731445,8.0
82,-55.76348876953125,-29.623186111450195,9.0
83,-25.614158630371094,27.098770141601562,8.0
84,49.006404876708984,-12.859583854675293,3.0
85,26.97698974609375,11.301161766052246,6.0
86,28.01596450805664,-39.15748596191406,1.0
87,-20.323505401611328,5.0642476081848145,8.0
88,-41.72195053100586,9.367277145385742,5.0
89,-24.85310173034668,-19.251108169555664,5.0
90,55.787139892578125,-4.888494491577148,0.0
91,-16.09437370300293,-3.4876434803009033,8.0
92,19.1480770111084,-10.562956809997559,4.0
93,54.94148635864258,35.619903564453125,0.0
94,-25.20867156982422,29.38277244567871,8.0
95,14.10319995880127,43.56831359863281,4.0
96,-24.519620895385742,2.76557993888855,8.0
97,-59.7790412902832,-25.70199966430664,9.0
98,-23.57439613342285,27.348604202270508,8.0
99,-24.698591232299805,-1.8730254173278809,8.0
100,-33.10150146484375,-46.485191345214844,7.0
101,46.06187057495117,11.747828483581543,4.0
102,48.40026092529297,30.313756942749023,0.0
103,-18.858152389526367,-8.678937911987305,8.0
104,25.17024803161621,-4.608282089233398,4.0
105,28.44792366027832,-56.10953903198242,1.0
106,-34.713077545166016,-13.107892990112305,5.0
107,-24.97539520263672,4.844094276428223,8.0
108,47.233951568603516,12.482954025268555,4.0
109,17.539058685302734,52.96294021606445,4.0
110,-38.807861328125,-17.822864532470703,7.0
111,46.809165954589844,7.183229923248291,3.0
112,61.458839416503906,26.918657302856445,0.0
113,16.041074752807617,55.271568298339844,4.0
114,2.0785470008850098,34.42102813720703,6.0
115,-21.449491500854492,23.829456329345703,8.0
116,45.268924713134766,1.0510748624801636,4.0
117,24.142906188964844,-21.0144100189209,3.0
118,35.20174026489258,-56.17095947265625,1.0
119,31.219135284423828,-39.08234786987305,1.0
120,-13.793500900268555,38.76420974731445,6.0
121,-15.254457473754883,-0.363783597946167,0.0
122,-61.74435043334961,-0.9917815327644348,9.0
123,-37.616172790527344,-36.207279205322266,7.0
124,-18.578474044799805,-26.516672134399414,5.0
125,-47.69990158081055,6.527393341064453,5.0
126,14.91568374633789,17.025510787963867,6.0
127,37.445098876953125,16.665630340576172,4.0
128,-2.322573184967041,51.9803466796875,2.0
129,-58.24434280395508,-9.582879066467285,9.0
130,-70.5804443359375,16.66677474975586,9.0
131,-69.16158294677734,13.397391319274902,9.0
132,-68.6494140625,11.025225639343262,9.0
133,22.045475006103516,23.952192306518555,3.0
134,37.01725387573242,-19.851764678955078,3.0
135,-21.753387451171875,26.766286849975586,8.0
136,-16.211679458618164,-5.826738357543945,8.0
137,27.687490463256836,4.729015350341797,0.0
138,-46.57136917114258,-6.549137592315674,5.0
139,-57.839820861816406,-20.454679489135742,9.0
